"scenario","US_phase_pol","US_price_pol","US_cp_pol","CN_phase_pol","CN_price_pol","CN_cp_pol","IN_phase_pol","IN_price_pol","IN_cp_pol","RGS_phase_pol","RGS_price_pol","RGS_cp_pol","RGN_phase_pol","RGN_price_pol","RGN_cp_pol","learning_solar","learning_wind","lifetime_solar","lifetime_wind","lead_onshore","lead_solar","lead_commission","cr_wind","cr_solar","discr","elec_demand","ccgt_price","coal_price","tech_potential"
"S3_485",0.89,0.55,0.19,0.35,0.49,0.5,0.62,0.26,0.87,0.75,0.94,0.8,0.3,0.27,0.99,0.412790697674418,0.286585365853659,0.203,0.0335999999999999,0.29,0.8095,0.508,0.662551440329218,0.758186397984887,0.936,0.494,0.13,0.135,0.505
"S3_486",0.39,0.41,0.92,0.44,0.69,0.74,0.79,0.58,0.22,0.31,0.53,0.79,0.44,0.12,0.41,0.476744186046511,0.268292682926829,0.0936,0.3147,0.004,0.906,0.413,0.981481481481481,0.997984886649874,0.598,0.292,0.503,0.395,0.864
"S3_487",0.76,0.86,0.14,0.97,0.38,0.35,0.39,0.48,0.43,0.98,0.15,0.68,0.01,0.19,0.5,0.436046511627907,0.475609756097561,0.8825,0.6147,0.168,0.2315,0.709,0.534979423868313,0.448866498740554,0.518,0.252,0.7,0.817,0.056
"S3_488",0.65,0.9,0.81,0.81,0.74,0.04,0.55,0.54,0.92,0.6,0.77,0.64,0.3,0.35,0.41,0.930232558139535,0.384146341463415,0.209,0.4627,0.257,0.6975,0.839,0.816872427983539,0.772292191435768,0.231,0.521,0.279,0.602,0.541
"S3_489",0.69,0.82,0.5,0.65,0.6,0.4,0.53,0.95,0.48,0.84,0.21,0.66,0.13,0.99,0.45,0.651162790697674,0.792682926829268,0.2359,0.0140999999999998,0.651,0.4005,0.278,0.652263374485596,0.150125944584383,0.778,0.461,0.416,0.611,0.578
"S3_490",0.71,0.67,0.09,0.74,0.8,0.62,0.72,0.12,0.02,0.46,0.56,0.46,0.71,0.19,0.27,0.482558139534884,0.0304878048780488,0.632,0.8503,0.465,0.858,0.662,0.713991769547325,0.928967254408061,0.905,0.484,0.507,0.039,0.319
"S3_491",0.57,0.18,0.79,0.83,0.93,0.74,0.01,0.27,0.52,0.04,0.29,0.32,0.75,0.16,0.38,0.238372093023256,0.51219512195122,0.2698,0.945,0.209,0.522,0.693,0.740740740740741,0.624685138539043,0.994,0.505,0.483,0.224,0.098
"S3_492",0.17,0.34,0.31,0.25,0.25,0.4,0.03,0.67,0.1,0.82,0.72,0.34,0.94,0.5,0.34,0.720930232558139,0.49390243902439,0.3978,0.876,0.348,0.2935,0.903,0.901234567901234,0.655919395465995,0.33,0.451,0.293,0.387,0.467
"S3_493",0.98,0.78,0.04,0.08,0.28,0.23,0.49,0.85,0.23,0.4,0.94,0.23,0.83,0.39,0.22,0.488372093023256,0.914634146341463,0.2363,0.3879,0.571,0.3795,0.408,0.0185185185185185,0.748110831234257,0.524,0.827,0.424,0.19,0.293
"S3_494",0.56,0.74,0.8,0.43,0.72,0.25,0.48,0.89,0.62,0.64,0.98,0.22,0.53,0.38,0.6,0.284883720930232,0.0609756097560976,0.8734,0.2924,0.395,0.871,0.487,0.137860082304527,0.370780856423174,0.574,0.652,0.553,0.293,0.185
"S3_495",0.2,0.31,0.41,0.61,0.01,0.33,0.34,0.01,0.24,0.92,0.98,0.66,0.33,0.48,0.8,0.383720930232558,0.902439024390244,0.3379,0.3796,0.666,0.0669999999999999,0,0.144032921810699,0.922418136020151,0.745,0.161,0.393,0.705,0.353
"S3_496",0.1,0.37,0.57,0.66,0.45,0.41,0.54,0.04,0.54,0.65,0.53,0.95,0.23,0.11,0.26,0.901162790697674,0.134146341463415,0.8303,0.0766999999999999,0.983,0.5015,0.238,0.168724279835391,0.170277078085642,0.964,0.242,0.829,0.022,0.486
"S3_497",0.25,0.3,0.26,0.94,0.95,0.96,0.6,0.32,0.4,0.75,0.68,0.3,0.05,1,0.89,0.5,0.658536585365854,0.4284,0.7391,0.152,0.358,0.813,0.288065843621399,0.119899244332494,0.108,0.749,0.611,0.463,0.251
"S3_498",0.11,0.62,0.67,0.34,0.73,0.95,0.92,0.62,0.4,0.39,0.79,0.84,0.18,0.4,0.47,0.75,0.701219512195122,0.0606000000000002,0.5199,0.377,0.3555,0.097,0.11522633744856,0.421662468513854,0.882,0.565,0.07,0.832,0.862
"S3_499",0.09,0.04,0.1,0.32,0.6,0.83,0.6,0.48,0.58,0.09,0.69,0.15,0.2,0.98,0.81,0.837209302325581,0.463414634146341,0.4834,0.4867,0.522,0.797,0.822,0.720164609053498,0.491687657430731,0.402,0.055,0.982,0.192,0.021
"S3_500",0.02,0.54,0.2,0.57,0.69,0.09,0.49,0.75,0.19,0.42,0.34,0.11,0.87,0.28,0.16,0.453488372093023,0.957317073170732,0.1715,0.4788,0.369,0.958,0.719,0.788065843621399,0.931486146095718,0.645,0.805,0.621,0.156,0.95
